Age;Job;Marital;Education;Default;Balance;HHInsurance;CarLoan;Communication;LastContactDay;NoOfContacts;DaysPassed;PrevAttempts;Outcome;CarInsurance;ConnectionTime;DayPeriod;LastContactMonthNum
56;2;1;2;0;5838;0;0;0;2;2;230;2;0;0;116.0;1;2
35;7;1;2;0;372;1;0;0;17;2;280;1;0;0;202.0;2;4
28;10;2;1;0;236;0;0;0;4;1;87;3;0;1;193.0;1;5
46;4;1;3;0;273;1;0;0;10;6;53;6;1;1;583.0;2;5
80;3;1;1;0;0;0;0;0;23;1;189;1;0;1;639.0;2;2
31;3;1;2;0;243;1;0;0;23;2;842;1;0;1;305.0;2;9
59;6;1;1;0;671;1;0;0;15;2;332;3;0;0;57.0;1;5
33;9;1;2;0;221;1;0;0;13;1;355;4;0;1;669.0;2;5
34;4;0;3;0;2240;0;0;0;8;2;184;3;1;1;220.0;2;9
27;9;2;3;0;401;0;0;0;6;3;93;2;1;1;218.0;1;8
54;7;0;2;0;0;0;0;0;1;1;81;2;1;1;174.0;2;6
49;2;1;3;0;313;1;0;0;17;2;188;2;0;0;42.0;1;11
39;9;1;2;0;6;1;0;0;18;3;357;4;0;0;122.0;2;5
27;4;2;2;0;565;1;0;0;18;2;346;11;0;0;170.0;2;5
21;8;2;2;0;215;0;0;0;24;1;89;7;1;1;382.0;1;5
28;9;2;3;0;-214;1;0;0;29;2;262;3;0;0;228.0;1;1
26;4;2;3;0;362;0;0;0;15;1;104;2;1;1;925.0;2;9
21;8;2;2;0;123;0;0;1;12;5;93;2;1;1;379.0;2;2
40;7;1;2;0;0;1;0;0;5;1;334;2;0;0;184.0;1;5
62;4;1;3;0;997;0;0;0;22;1;304;2;1;1;554.0;2;4
43;4;1;3;0;13044;0;0;0;19;1;93;4;0;0;215.0;2;11
51;9;2;2;0;-463;1;0;0;5;1;343;3;0;0;496.0;2;5
33;1;1;2;0;139;1;1;0;18;2;291;5;0;1;732.0;1;5
37;4;1;3;0;2283;0;0;0;6;2;92;4;1;1;303.0;2;8
77;5;1;3;0;7802;0;0;1;4;1;92;2;1;1;421.0;1;5
34;1;1;1;0;1309;1;0;0;12;2;364;1;0;0;456.0;1;5
38;4;1;3;0;4293;1;0;0;6;2;250;2;0;0;92.0;2;5
43;9;1;3;0;2643;0;0;0;12;3;100;5;1;1;188.0;2;8
30;4;2;3;0;2907;1;0;0;30;2;218;1;0;0;146.0;1;12
42;2;1;2;0;707;0;0;0;1;1;348;1;1;0;233.0;2;6
28;9;2;3;0;0;1;0;0;12;1;79;3;1;0;150.0;2;8
61;0;1;3;0;4629;1;0;0;27;1;92;1;1;1;181.0;1;1
47;4;1;3;0;2351;0;0;0;2;2;84;1;1;1;163.0;2;6
57;7;1;2;0;530;1;0;1;15;7;360;7;0;0;10.0;2;5
24;4;2;3;0;1506;0;0;0;12;2;95;4;1;1;239.0;2;6
51;9;1;3;0;0;0;0;0;7;2;66;2;1;1;662.0;2;5
37;0;2;2;0;22;1;0;0;7;2;289;5;0;0;28.0;1;5
40;9;2;3;0;1646;1;0;0;4;2;91;3;1;1;392.0;2;5
37;4;1;3;0;8564;1;0;0;5;2;347;1;0;0;211.0;2;5
42;0;0;2;0;527;0;1;0;22;1;185;1;1;1;181.0;2;10
24;8;2;2;0;382;0;0;0;13;2;92;3;0;1;256.0;1;11
37;4;1;3;0;0;1;0;0;6;2;169;3;0;0;84.0;2;5
43;7;1;2;0;2145;0;0;0;25;2;95;4;1;1;291.0;1;8
24;8;2;2;0;125;0;0;0;9;1;90;1;0;1;263.0;1;11
29;1;1;1;0;459;1;1;0;17;3;318;1;0;0;202.0;2;4
53;1;1;2;0;148;1;0;0;7;1;359;1;0;0;66.0;1;5
38;9;1;2;0;976;1;0;0;18;8;308;3;1;0;32.0;1;5
34;9;2;2;0;347;1;0;0;6;2;197;6;0;0;154.0;2;2
30;4;2;3;0;502;0;0;0;11;3;95;6;1;1;463.0;2;10
36;7;0;2;0;532;1;0;0;29;1;241;1;0;0;391.0;2;1
39;1;1;2;0;660;1;1;0;7;4;168;3;0;0;93.0;2;5
55;4;1;2;0;2206;0;0;0;12;1;91;5;1;1;265.0;2;8
52;6;0;2;0;1291;1;0;0;19;1;169;2;0;0;559.0;1;11
26;9;2;2;0;276;1;0;0;15;1;368;4;0;0;106.0;2;5
62;5;1;3;0;2557;1;0;0;14;1;216;7;1;1;211.0;1;9
46;0;0;2;0;660;1;0;0;29;1;259;2;0;0;1026.0;1;1
35;4;2;3;0;2646;0;0;0;14;8;183;2;1;1;133.0;2;4
32;9;2;2;0;230;1;0;0;18;1;266;8;0;1;442.0;2;5
48;4;1;3;0;1147;0;0;0;3;1;120;3;1;1;155.0;2;12
29;4;1;3;0;5698;0;0;0;15;1;264;1;0;0;437.0;2;4
27;9;2;3;0;15161;0;0;0;2;1;120;1;1;1;74.0;2;6
45;4;2;3;0;1411;0;0;0;7;2;102;3;0;1;800.0;2;9
30;0;2;2;0;270;0;0;0;30;1;80;1;1;1;437.0;2;4
46;4;1;3;0;4301;1;1;0;18;1;183;2;0;0;50.0;2;11
32;9;2;3;0;705;1;0;0;25;2;35;4;0;1;414.0;2;5
58;4;1;3;0;1016;0;0;1;11;2;91;1;0;0;78.0;2;3
35;0;1;2;0;2374;1;0;0;11;2;183;5;1;1;765.0;2;8
37;4;1;3;0;1113;0;0;0;2;1;182;1;1;1;229.0;2;3
45;6;1;2;0;830;0;0;0;19;1;111;2;0;0;180.0;1;11
33;1;2;2;0;476;1;1;0;17;3;333;2;0;0;544.0;2;4
41;10;2;3;0;79;0;0;1;9;1;390;2;1;1;394.0;2;11
38;1;2;2;0;238;1;0;0;8;1;366;2;0;0;86.0;1;5
33;9;1;3;0;1699;0;0;0;28;1;83;3;1;1;202.0;2;1
31;4;1;3;0;10884;0;0;0;10;3;98;2;1;1;294.0;1;8
25;0;2;2;0;507;1;0;0;15;1;367;3;0;1;832.0;1;5
50;9;1;3;0;0;0;1;0;6;1;85;7;0;0;257.0;2;7
46;10;0;2;0;3354;1;0;0;19;1;174;1;1;1;522.0;1;11
43;7;1;1;0;2567;1;0;0;14;1;360;2;0;0;109.0;2;5
34;4;1;2;0;369;0;0;0;2;3;342;4;0;1;868.0;2;8
56;5;1;1;0;9367;0;0;0;13;2;101;2;1;1;320.0;1;8
31;4;2;3;0;617;0;0;0;4;1;97;2;1;1;1161.0;1;6
73;5;2;2;0;1050;0;0;0;4;3;181;2;0;1;562.0;2;3
59;10;1;2;0;957;0;0;0;8;1;89;2;1;1;301.0;1;3
55;4;0;3;0;2037;0;0;0;4;2;94;3;1;1;305.0;1;2
52;4;1;3;0;751;0;0;0;14;4;371;5;0;0;165.0;2;5
31;4;2;3;0;3384;0;0;0;16;1;104;2;1;1;153.0;2;9
48;7;1;2;0;0;1;0;0;2;1;267;1;0;0;146.0;1;4
48;0;1;2;0;0;1;0;0;8;1;168;2;0;0;85.0;2;5
58;1;1;2;0;590;0;1;0;19;1;167;1;0;0;136.0;2;11
30;7;2;2;0;438;1;0;0;18;1;178;1;0;0;98.0;1;5
37;1;1;2;0;426;1;0;0;13;3;345;3;0;0;323.0;2;5
46;0;1;2;0;974;0;0;0;5;2;80;1;1;1;174.0;2;6
53;0;1;2;0;2851;0;1;1;1;1;119;1;0;0;89.0;2;6
35;0;2;2;0;111;1;0;0;29;1;195;3;0;0;55.0;2;1
25;6;2;2;0;1179;0;0;0;17;1;83;2;0;0;43.0;2;8
56;4;1;3;0;505;1;1;0;5;1;169;3;0;0;221.0;2;5
30;10;2;2;0;2424;0;0;0;15;1;95;2;1;1;337.0;1;2
39;7;2;2;0;158;1;0;0;21;1;168;2;0;0;183.0;2;11
24;9;2;2;0;598;0;0;0;12;1;182;2;1;1;762.0;2;5
57;5;0;1;0;698;0;0;1;9;3;191;2;0;0;135.0;2;12
37;4;1;3;0;3794;0;0;0;18;1;379;1;0;0;147.0;2;8
37;4;1;3;0;6771;0;0;0;7;1;186;1;1;1;337.0;2;9
41;0;0;2;0;6046;1;1;1;15;6;182;2;1;1;300.0;2;3
36;4;2;3;0;1379;0;0;0;25;1;186;1;0;1;189.0;1;5
26;4;2;3;0;222;0;0;0;26;1;334;1;0;1;192.0;2;4
52;1;1;2;0;8180;1;0;0;13;1;144;1;0;0;81.0;1;4
37;1;1;1;0;2120;1;0;0;15;3;175;4;0;1;655.0;2;5
30;1;1;2;0;2;1;1;0;17;2;326;1;0;0;291.0;2;4
40;0;2;2;0;985;1;0;0;4;3;50;8;0;1;592.0;2;6
29;0;2;2;0;265;1;0;0;25;1;184;1;0;1;414.0;2;11
32;1;1;2;0;225;1;0;0;17;1;150;1;0;1;574.0;2;4
55;10;1;1;0;1212;0;0;0;31;1;92;1;0;0;241.0;2;8
37;10;2;3;0;1316;1;0;0;18;1;172;2;0;0;389.0;2;11
31;4;1;3;0;1812;0;0;0;12;1;104;1;1;0;112.0;2;8
44;1;1;2;0;6491;1;0;0;19;2;174;1;0;0;126.0;1;11
67;5;0;2;0;704;0;0;0;8;2;97;1;1;1;186.0;2;2
55;5;0;2;0;2204;0;0;0;22;1;264;1;0;1;261.0;2;2
67;5;1;2;0;1146;0;0;0;13;1;92;2;0;1;259.0;1;11
52;9;1;2;0;0;1;0;0;7;1;294;1;0;1;211.0;1;9
27;0;1;2;0;1595;0;0;0;29;2;197;2;1;1;196.0;2;12
51;4;1;3;0;346;0;0;0;12;1;92;5;1;1;122.0;2;2
46;1;1;2;0;640;1;0;0;12;1;182;4;1;1;215.0;1;3
59;10;1;2;0;4497;1;0;0;4;1;251;1;0;0;213.0;2;2
37;4;1;3;0;238;0;0;0;3;1;92;1;1;1;185.0;2;2
30;10;2;2;0;79;0;1;0;5;2;196;1;0;0;528.0;1;2
40;10;1;2;0;219;1;0;0;17;2;196;1;0;0;204.0;1;11
33;1;1;2;0;43;1;0;0;14;2;358;2;0;0;332.0;2;5
36;9;1;3;0;202;0;0;0;29;1;120;3;0;1;313.0;1;1
36;0;2;3;0;5007;1;0;0;8;3;331;4;0;0;135.0;2;10
56;10;1;2;0;12;0;0;0;12;3;187;1;0;1;511.0;2;10
29;0;1;2;0;7707;1;0;0;29;2;334;2;0;1;961.0;2;4
31;6;2;3;0;17924;1;0;0;14;1;174;3;0;1;745.0;2;5
76;5;0;1;0;2693;0;0;0;23;5;184;2;1;0;109.0;1;4
34;0;0;2;0;479;1;0;0;12;1;350;5;0;1;515.0;2;5
32;4;1;3;0;3154;0;0;0;20;2;150;2;0;0;96.0;1;4
33;4;2;3;0;224;0;0;0;23;2;107;2;1;1;342.0;1;6
35;4;1;2;0;724;1;0;0;14;2;415;1;0;1;287.0;2;7
28;4;2;3;0;187;0;0;0;10;1;93;2;1;1;255.0;1;9
34;8;2;3;0;3404;1;0;0;8;1;139;5;0;0;420.0;2;4
58;5;1;1;0;565;0;0;1;8;1;93;1;1;1;153.0;2;10
33;3;1;3;0;10;1;0;0;20;1;322;2;0;0;129.0;1;4
61;6;0;3;0;6;1;0;0;13;1;182;2;1;1;210.0;2;10
34;0;1;3;0;882;0;0;0;13;1;113;5;1;0;135.0;2;8
44;1;0;1;0;75;1;0;0;16;1;281;1;0;0;614.0;1;4
52;4;1;3;0;1392;0;0;0;28;2;205;3;0;0;1121.0;2;1
45;1;2;2;0;0;0;0;0;5;2;472;1;1;1;374.0;2;8
40;1;1;2;0;498;1;0;0;8;2;298;4;0;0;55.0;2;5
52;7;1;2;0;992;1;0;0;27;1;515;1;0;1;424.0;2;10
37;4;1;3;0;0;1;0;0;23;5;153;7;0;1;242.0;2;4
55;4;1;1;0;113;0;0;0;12;1;457;3;0;1;306.0;1;8
43;1;1;2;0;2160;0;0;0;8;1;98;1;1;1;261.0;2;9
66;5;1;2;0;2326;0;1;0;18;1;181;1;1;1;232.0;1;2
30;10;2;2;0;2424;0;0;0;12;1;279;1;0;1;110.0;2;11
45;9;1;2;0;0;1;1;1;2;2;208;1;0;0;111.0;2;2
33;0;1;3;0;882;0;0;0;22;1;183;4;0;1;104.0;1;4
51;4;2;3;1;-55;1;0;0;11;2;266;6;0;0;281.0;2;5
38;0;0;2;0;19;1;0;0;5;3;251;2;1;1;1130.0;1;2
33;6;2;3;0;562;1;1;0;6;1;363;1;0;1;196.0;2;4
37;0;1;2;0;2061;1;1;0;22;1;109;3;0;1;459.0;2;6
32;1;2;2;0;2093;0;0;0;24;2;444;1;0;1;224.0;2;9
43;4;2;3;0;1696;1;0;0;26;1;474;3;0;1;257.0;2;8
35;8;2;2;0;188;1;0;0;16;3;200;5;0;1;75.0;2;2
36;9;0;2;0;556;1;0;0;18;3;189;1;0;0;154.0;2;11
53;4;1;3;0;583;0;0;0;17;1;184;4;1;1;226.0;2;11
37;4;1;2;0;121;0;1;0;17;2;151;2;0;0;211.0;2;11
33;9;1;3;0;8023;0;0;0;30;1;105;3;0;0;107.0;2;11
76;5;0;1;0;802;0;0;0;9;1;181;5;1;1;241.0;2;3
34;4;2;3;0;5945;1;0;0;8;1;170;1;0;0;285.0;2;5
31;0;2;2;0;8626;0;0;0;25;1;111;1;0;0;159.0;2;5
59;4;1;3;0;2239;0;0;0;20;6;90;1;1;1;377.0;1;8
38;4;1;3;0;1066;1;0;0;28;1;189;1;0;0;86.0;1;1
39;0;1;2;0;260;1;0;0;13;1;94;4;1;1;226.0;2;11
35;4;2;3;0;431;0;0;0;17;2;397;1;0;1;343.0;1;8
59;4;1;1;0;1727;0;0;1;25;4;358;2;0;1;500.0;1;5
27;0;2;3;0;689;0;0;0;26;1;307;1;0;0;98.0;2;1
45;1;2;2;0;0;1;0;0;16;1;165;3;0;0;283.0;2;10
39;9;0;2;0;385;0;0;0;13;1;48;2;0;1;242.0;2;10
44;9;1;2;0;533;1;0;0;18;1;110;2;0;0;127.0;1;11
59;9;1;2;0;1;0;0;0;15;2;378;3;0;1;159.0;1;4
42;4;1;3;0;372;1;0;0;4;3;1;2;1;1;153.0;1;8
57;5;1;2;0;1044;0;0;1;12;1;182;3;1;1;567.0;1;7
49;0;2;2;0;1150;1;0;0;18;2;355;1;0;0;126.0;1;5
60;10;1;2;0;957;0;0;0;8;1;184;3;1;1;246.0;1;9
36;4;1;3;0;495;0;0;0;11;1;37;5;1;1;91.0;1;9
32;4;0;3;0;530;1;0;0;29;1;127;3;0;0;131.0;2;1
64;3;1;1;0;768;0;0;0;15;2;182;1;1;0;250.0;2;7
62;1;1;2;0;272;0;0;0;11;1;92;3;1;1;289.0;1;11
33;4;2;3;0;816;1;0;0;11;2;503;2;0;1;383.0;1;10
43;0;2;2;0;386;0;0;0;12;1;92;4;1;0;242.0;2;10
28;4;2;2;0;326;0;0;0;11;1;231;1;1;1;450.0;1;10
33;4;2;3;0;224;0;0;0;23;2;92;4;1;1;409.0;2;9
31;4;2;2;0;1090;1;0;0;8;1;303;1;0;0;50.0;2;5
52;7;1;2;0;657;0;0;1;7;2;460;2;0;1;398.0;2;7
52;9;1;3;0;2557;0;0;0;28;5;204;2;1;1;134.0;1;1
38;9;1;2;0;508;1;0;0;18;3;175;2;0;0;722.0;2;11
46;3;1;1;0;3512;0;0;0;30;1;197;1;0;1;175.0;2;10
48;1;1;2;0;1730;1;0;0;10;1;102;1;1;0;158.0;1;8
33;0;2;3;0;272;1;0;0;1;1;237;2;0;1;326.0;2;6
36;1;1;1;0;994;1;0;0;14;2;356;8;1;0;154.0;2;5
38;10;1;1;0;7005;1;0;0;25;1;202;2;1;1;696.0;2;1
37;9;1;2;0;5115;1;0;0;17;2;171;4;0;1;1210.0;2;11
23;7;2;2;0;870;0;0;0;29;1;176;4;1;1;296.0;2;12
52;10;1;2;0;94;0;0;0;10;1;92;13;1;1;153.0;2;2
72;6;1;3;0;132;0;0;0;1;2;65;1;1;1;260.0;2;7
66;5;1;2;0;3409;0;0;0;15;2;27;6;0;0;414.0;2;11
36;9;1;3;0;4596;1;0;0;8;2;175;2;1;1;234.0;2;10
29;7;2;3;0;737;1;1;0;30;5;248;1;0;0;499.0;2;1
37;1;2;3;0;3649;1;0;0;15;2;146;4;0;0;623.0;2;4
43;4;1;3;0;3518;0;0;0;28;2;196;2;1;1;206.0;2;12
38;10;1;1;0;7005;1;0;0;7;1;412;1;0;1;370.0;2;7
32;1;1;1;0;50;1;0;0;13;1;370;2;0;0;275.0;2;5
59;9;1;2;0;116;0;0;0;12;4;422;3;0;1;398.0;2;8
44;2;1;2;0;860;1;1;0;6;2;295;5;0;0;96.0;2;5
28;1;2;2;0;-46;1;0;0;1;1;92;14;1;1;199.0;2;9
36;4;2;3;0;7506;1;0;0;6;2;188;1;1;1;839.0;2;5
43;4;1;3;0;587;1;0;0;5;6;231;9;0;0;11.0;2;2
60;4;1;3;0;315;0;0;0;1;1;183;3;1;1;840.0;2;9
33;9;2;2;0;920;1;0;0;21;1;122;4;0;0;58.0;2;11
37;0;1;2;0;1207;1;0;1;6;2;138;2;1;1;1353.0;2;4
34;1;1;1;0;3868;1;0;0;18;1;350;1;0;0;134.0;2;5
62;1;1;2;0;272;0;0;0;11;1;286;2;0;1;146.0;1;8
38;4;2;3;0;3141;0;0;0;9;4;189;2;1;1;347.0;2;11
56;9;0;2;0;3450;0;0;0;10;1;181;2;1;1;507.0;1;8
39;4;0;3;0;224;0;0;0;2;2;88;1;1;1;194.0;2;7
31;9;2;3;0;1887;0;1;0;20;2;183;1;0;0;225.0;2;11
35;2;1;3;0;0;0;0;0;5;1;168;4;0;0;74.0;2;5
47;1;1;2;0;243;1;0;0;4;1;246;4;0;0;220.0;2;2
33;1;1;1;0;217;1;0;0;20;1;339;3;0;0;198.0;1;4
36;7;2;2;0;1227;1;1;0;4;5;341;3;0;1;775.0;1;5
37;4;1;3;0;255;0;0;0;24;2;183;10;1;1;562.0;2;2
39;7;2;2;0;1048;1;0;0;15;1;32;1;0;0;108.0;2;6
36;9;1;3;0;911;1;1;0;25;2;21;3;0;1;117.0;1;5
55;3;0;3;0;1241;0;0;0;21;7;154;5;0;0;48.0;2;11
38;9;2;2;0;61;1;0;0;13;1;359;8;0;0;109.0;1;5
27;9;2;2;0;218;1;0;0;14;2;352;1;0;0;1462.0;1;5
33;1;1;1;0;3512;1;0;0;19;1;183;2;0;0;251.0;1;11
42;1;1;2;0;2717;1;1;0;20;2;270;2;0;0;181.0;2;4
25;1;2;2;0;1857;1;0;0;12;1;91;12;1;1;187.0;1;10
27;7;2;2;0;302;0;0;0;8;1;189;1;1;0;151.0;2;1
38;4;0;3;0;4335;1;0;0;18;7;179;1;0;0;157.0;2;5
38;1;0;2;0;0;1;0;0;21;1;183;4;1;1;576.0;2;10
76;5;1;3;0;2991;0;0;0;22;1;183;1;1;1;344.0;2;10
53;4;1;3;0;3634;0;0;0;7;4;88;8;1;1;211.0;1;5
34;1;2;3;0;129;1;1;0;16;1;200;2;1;1;295.0;2;11
43;4;1;3;0;275;0;0;0;9;2;339;2;0;0;109.0;1;4
29;1;1;2;0;339;1;0;0;15;3;354;2;0;0;63.0;1;5
31;0;2;2;0;0;1;0;0;7;2;295;2;0;1;895.0;2;5
67;5;1;2;0;2540;0;0;1;14;3;92;9;1;1;279.0;2;9
52;3;1;1;0;618;1;1;0;10;2;102;2;0;0;352.0;2;8
45;9;1;1;0;886;1;0;0;13;2;42;1;0;0;75.0;1;10
43;10;1;3;0;0;0;0;0;16;1;281;1;0;1;745.0;2;7
64;4;1;3;0;2352;0;0;0;3;4;183;7;1;1;181.0;1;11
38;4;1;3;0;1477;0;0;0;15;3;769;2;0;1;385.0;1;9
66;5;1;3;0;1948;0;0;0;28;1;91;4;1;1;216.0;1;1
25;1;2;2;0;1857;1;0;0;13;4;187;6;1;1;295.0;2;4
25;0;2;3;0;760;1;0;0;27;3;89;2;0;1;223.0;1;5
34;4;1;3;0;3301;1;0;0;17;2;227;4;0;1;485.0;2;6
42;4;1;3;0;1519;0;0;0;19;1;92;1;1;1;230.0;1;10
61;5;1;2;0;1853;0;0;1;10;1;181;2;1;1;520.0;2;8
41;0;2;2;0;-109;1;1;0;11;1;370;1;0;1;1038.0;1;5
49;1;1;2;0;1946;0;0;0;19;1;95;1;1;1;192.0;2;10
60;9;1;2;0;10925;0;0;0;23;3;185;1;1;1;270.0;2;10
33;10;2;3;0;685;1;0;0;2;1;96;2;0;0;105.0;2;2
30;9;2;2;0;1395;1;0;0;15;2;354;1;0;0;199.0;1;5
34;0;1;3;0;899;1;0;0;12;1;170;3;0;1;114.0;2;11
19;8;2;2;0;329;0;0;0;30;1;190;2;1;1;169.0;2;4
42;9;1;2;0;2152;0;0;0;30;2;181;2;0;0;361.0;1;3
57;1;1;2;0;1316;0;0;0;28;2;182;5;0;0;221.0;1;1
54;1;0;1;0;4401;0;0;1;13;1;183;2;1;1;414.0;2;5
36;0;2;3;0;364;0;1;0;31;1;123;1;0;1;185.0;1;8
43;0;2;2;0;733;1;0;0;21;1;88;4;1;1;126.0;2;8
33;1;1;2;0;687;1;0;0;14;2;370;1;0;0;72.0;2;5
32;4;2;3;0;2974;1;0;0;24;1;4;1;0;1;227.0;1;4
46;1;1;1;0;101;1;0;0;11;1;364;5;1;0;422.0;1;5
48;1;1;2;0;1230;1;0;0;12;1;196;2;1;1;169.0;2;11
53;1;1;2;0;1777;1;0;0;21;5;154;1;0;1;796.0;2;11
31;4;2;3;0;147;0;0;0;9;1;181;2;1;1;469.0;1;3
34;9;2;2;0;2085;0;0;0;10;3;182;2;1;1;356.0;2;8
31;4;1;3;0;4328;0;0;0;12;4;165;14;1;1;203.0;1;10
34;0;0;2;0;661;1;0;0;5;2;183;10;0;1;245.0;2;8
44;2;1;3;0;3463;1;1;0;28;2;153;3;0;0;290.0;2;1
52;4;1;1;1;57;1;1;0;20;1;196;1;0;0;45.0;2;11
57;4;1;3;0;830;1;1;0;8;1;367;1;1;1;662.0;1;5
63;5;1;2;0;2747;0;0;0;11;1;80;1;0;0;113.0;2;9
34;1;2;2;0;550;1;0;0;20;3;346;1;0;0;90.0;2;4
34;0;2;2;0;892;1;0;0;21;2;184;1;0;0;177.0;1;11
67;5;1;2;0;203;0;0;0;11;1;266;2;1;1;405.0;1;10
45;4;0;2;0;644;1;0;0;19;1;168;1;1;1;418.0;1;11
43;4;2;3;0;-56;1;0;0;18;2;151;14;0;0;146.0;2;11
40;7;1;3;0;35;0;0;0;3;4;317;3;0;0;318.0;2;7
28;0;1;2;0;242;1;0;0;17;1;779;12;0;0;47.0;2;9
46;1;1;2;0;640;1;0;0;6;1;55;5;1;1;246.0;2;5
35;9;1;2;0;1092;0;0;0;18;1;360;1;0;0;132.0;1;5
26;10;2;2;0;632;0;0;0;12;3;181;1;1;1;312.0;1;8
42;1;2;1;0;22;1;0;0;14;4;365;1;0;0;116.0;2;5
34;4;1;2;1;879;1;0;0;17;1;344;1;0;1;712.0;1;4
61;4;1;2;0;264;0;0;1;29;1;178;1;1;1;270.0;1;7
38;4;1;3;0;238;0;0;0;4;1;92;3;0;1;139.0;1;8
63;4;1;3;0;0;0;0;0;12;2;182;6;0;0;130.0;2;10
51;4;2;3;0;1277;0;0;0;22;5;294;1;0;0;143.0;1;2
31;4;2;3;0;924;0;0;0;5;2;98;1;1;1;207.0;2;6
61;4;1;3;0;997;0;0;0;22;1;104;1;1;1;269.0;2;6
33;8;1;2;0;1536;0;0;0;6;2;178;4;1;1;258.0;2;8
20;8;2;2;0;215;0;0;0;24;1;92;6;1;1;175.0;1;2
28;10;1;1;0;7459;1;0;0;2;5;269;2;0;1;981.0;2;2
18;8;2;1;0;608;0;0;0;13;1;93;1;1;1;210.0;1;11
30;9;2;3;0;0;1;0;0;5;1;424;8;1;1;140.0;1;7
43;7;1;2;0;774;0;0;0;25;1;421;1;1;1;101.0;2;3
39;4;2;3;0;2454;1;0;0;4;3;263;2;0;1;716.0;2;5
58;5;1;2;0;2714;0;0;0;26;1;287;2;0;1;165.0;2;5
31;0;2;2;0;-1;1;0;0;15;1;352;1;0;0;99.0;1;5
42;9;1;3;0;-378;1;1;0;15;7;330;2;0;0;11.0;2;5
35;2;1;2;0;2971;0;0;0;4;4;164;2;0;1;429.0;1;5
40;9;1;2;0;694;1;0;0;4;4;196;5;0;0;97.0;2;2
38;7;1;2;0;2678;0;0;0;28;2;187;1;1;1;282.0;2;9
62;6;0;3;0;6;1;0;0;13;1;182;3;1;1;103.0;1;4
25;8;2;2;0;486;0;0;0;13;3;199;4;0;1;273.0;2;9
56;5;1;2;0;230;0;0;0;8;1;92;2;0;0;167.0;2;9
29;9;2;2;0;113;0;0;0;12;2;183;4;1;1;328.0;2;2
31;4;2;3;0;12569;0;0;0;9;1;295;1;0;1;344.0;2;9
28;0;2;3;0;832;0;0;1;29;3;342;1;0;1;433.0;2;3
32;4;1;3;0;1331;0;0;0;12;1;92;5;0;1;126.0;2;11
38;1;1;2;0;1165;1;0;0;13;3;94;10;0;1;784.0;2;8
25;7;1;2;0;10;1;0;0;7;1;294;1;0;0;51.0;1;5
45;9;0;2;0;1738;0;0;0;21;1;106;2;0;0;79.0;1;11
38;4;2;3;0;455;1;0;0;19;2;555;6;1;1;255.0;2;2
44;6;0;3;0;1070;1;0;0;12;2;104;3;1;1;137.0;1;8
43;4;2;3;0;0;0;0;0;30;2;296;1;0;1;275.0;2;6
36;0;2;2;0;507;1;0;0;18;1;300;2;1;0;264.0;2;5
37;4;0;3;0;488;1;0;0;17;1;854;2;0;1;328.0;1;9
36;4;0;3;0;1057;0;0;0;19;2;164;2;0;1;230.0;1;7
61;0;1;3;0;4629;1;0;0;29;3;183;2;1;1;349.0;2;7
48;10;1;2;0;926;0;0;0;12;2;178;10;1;1;504.0;2;8
46;7;0;2;0;-179;0;0;0;2;1;214;2;0;0;151.0;1;2
48;4;1;3;0;2351;0;0;0;15;1;105;3;1;1;150.0;2;9
40;1;1;2;0;5060;0;0;0;10;2;93;1;1;1;154.0;1;2
49;0;1;2;0;3608;1;0;0;30;1;168;1;1;1;252.0;2;4
32;0;2;3;0;1531;1;0;0;15;1;352;5;0;0;58.0;1;5
37;0;2;3;0;1000;1;0;0;22;1;99;2;1;1;239.0;2;9
69;5;1;3;0;426;0;0;1;10;2;185;2;1;1;211.0;2;9
36;0;1;2;0;498;1;0;0;29;1;253;1;0;0;151.0;2;1
34;9;2;3;0;586;1;0;0;3;5;263;2;0;0;43.0;2;2
40;4;1;3;0;0;0;0;0;6;2;98;6;1;1;131.0;2;8
45;10;1;2;0;-407;1;0;0;15;3;371;2;0;0;320.0;2;5
34;10;1;2;0;978;0;0;0;3;2;71;1;1;1;262.0;2;6
33;4;1;3;0;1778;0;0;0;26;1;103;1;1;0;134.0;1;5
53;5;1;3;0;2269;0;0;0;17;2;150;1;1;1;1091.0;1;11
44;9;0;2;0;14;0;0;0;13;1;92;1;1;1;167.0;2;11
35;9;1;3;0;7050;0;0;0;11;3;182;4;1;1;222.0;1;8
30;8;2;3;0;809;0;0;0;20;5;171;2;0;0;26.0;2;11
48;0;2;2;0;1544;1;0;1;30;1;450;2;0;1;263.0;2;6
35;4;2;3;0;2646;0;0;0;13;1;182;1;1;1;221.0;2;10
34;7;1;2;0;1076;0;0;0;12;1;182;6;1;1;152.0;2;5
41;4;1;3;0;2487;0;0;0;5;1;97;1;0;0;206.0;2;8
26;4;2;3;0;943;0;0;0;11;1;195;1;1;1;166.0;2;11
34;9;2;3;0;144;1;1;0;14;1;85;19;0;0;104.0;1;10
49;4;1;3;0;5887;0;0;0;2;3;293;2;0;1;181.0;2;6
50;2;1;3;0;388;1;0;0;11;4;329;2;0;0;258.0;1;5
31;1;1;2;0;625;1;0;0;2;2;49;3;0;1;135.0;1;7
48;4;2;3;0;-295;0;1;0;28;1;190;2;0;0;121.0;2;1
35;4;2;3;0;1494;1;0;0;6;1;169;2;1;0;311.0;1;5
